Date,Fallacy,Label,Subcategory,arg_comp,arg_rel,Context,bio_tags,pos_tags
2000,"I just think, Jim, that this is an absolutely unique period in world history. The worldâ€™s coming together, as I said, they're looking to us.",AppealtoEmotion,Loaded Language,Claim,Support,"And we have got to again lead by example and help these other countries that are trying to straighten out their situations find the tools in order to do it. I just think, Jim, that this is an absolutely unique period in world history. The worldâ€™s coming together, as I said, they're looking to us. And we have a fundamental choice to make.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,AUX,VERB,PART,ADV,VERB,ADP,NOUN,CCONJ,VERB,DET,ADJ,NOUN,PRON,AUX,VERB,PART,VERB,ADP,PRON,NOUN,VERB,DET,NOUN,ADP,NOUN,PART,AUX,PRON,PUNCT,PRON,ADV,VERB,PUNCT,PROPN,PUNCT,SCONJ,PRON,AUX,DET,ADV,ADJ,NOUN,ADP,NOUN,NOUN,PUNCT,DET,NOUN,NOUN,PART,VERB,ADV,PUNCT,SCONJ,PRON,VERB,PUNCT,PRON,AUX,VERB,ADP,PRON,PUNCT,CCONJ,PRON,VERB,DET,ADJ,NOUN,PART,VERB,PUNCT"
1996,"To think that Sam Nunn of Georgia or Colin Powell helped put together the coalition in the Persian Gulf were not even consulted. It was not only precipitous, it was a sign, not of strength, but of weakness.",AppealtoEmotion,Appeal to fear,Premise,Support,"It is precipitous to go into Iraq with bombing before we had even consulted with our allies. To think that Sam Nunn of Georgia or Colin Powell helped put together the coalition in the Persian Gulf were not even consulted. It was not only precipitous, it was a sign, not of strength, but of weakness. What's worse, they declared victory.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,ADJ,PART,VERB,ADP,PROPN,ADP,NOUN,SCONJ,PRON,AUX,ADV,VERB,ADP,PRON,NOUN,PUNCT,PART,VERB,SCONJ,PROPN,PROPN,ADP,PROPN,CCONJ,PROPN,PROPN,VERB,VERB,ADV,DET,NOUN,ADP,DET,PROPN,PROPN,AUX,PART,ADV,VERB,PUNCT,PRON,AUX,PART,ADV,ADJ,PUNCT,PRON,AUX,DET,NOUN,PUNCT,PART,ADP,NOUN,PUNCT,CCONJ,ADP,NOUN,PUNCT,PRON,AUX,ADJ,PUNCT,PRON,VERB,NOUN,PUNCT"
2016,"We have a divided nation, because people like her—and believe me, she has tremendous hate in her heart.",AdHominem,Ad hominem,Claim,Support,"You look at the violence that’s taking place in the inner cities, Chicago, you take a look at Washington, D. C.We have a increase in murder within our cities, the biggest in 45 years. We have a divided nation, because people like her—and believe me, she has tremendous hate in her heart. And when she said deplorables, she meant it.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,ADP,DET,NOUN,PRON,AUX,VERB,NOUN,ADP,DET,ADJ,NOUN,PUNCT,PROPN,PUNCT,PRON,VERB,DET,NOUN,ADP,PROPN,PUNCT,PROPN,PROPN,VERB,DET,NOUN,ADP,NOUN,ADP,PRON,NOUN,PUNCT,DET,ADJ,ADP,NUM,NOUN,PUNCT,PRON,VERB,DET,ADJ,NOUN,PUNCT,SCONJ,NOUN,VERB,PRON,PUNCT,CCONJ,VERB,PRON,PUNCT,PRON,VERB,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,CCONJ,SCONJ,PRON,VERB,NOUN,PUNCT,PRON,VERB,PRON,PUNCT"
1960,a disastrous situation,AppealtoEmotion,Loaded Language,Claim,Support,"This is important. But it's also tremendously important to bear in mind that when you pour in money without pouring in technical assistance at w- as well, that you have a disastrous situation. We need to step up exchange; we need to step up technical assistance so that trained people in these newly developing countries can operate the economies.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,ADJ,PUNCT,CCONJ,PRON,AUX,ADV,ADV,ADJ,PART,VERB,ADP,NOUN,SCONJ,SCONJ,PRON,VERB,ADP,NOUN,ADP,VERB,ADP,ADJ,NOUN,ADP,X,ADV,ADV,PUNCT,SCONJ,PRON,VERB,DET,ADJ,NOUN,PUNCT,PRON,VERB,PART,VERB,ADP,NOUN,PUNCT,PRON,VERB,PART,VERB,ADP,ADJ,NOUN,SCONJ,SCONJ,VERB,NOUN,ADP,DET,ADV,VERB,NOUN,AUX,VERB,DET,NOUN,PUNCT"
1996,The American people should make up their own mind.,AppealtoEmotion,Flag waving,Claim,,"And I just don't think that dog will hunt this time. The American people should make up their own mind. Here's the record: We cut deficit four years in a row for the first time before the Civil War -- I mean, before World War II, and maybe before the Civil War, too.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,PRON,ADV,AUX,PART,VERB,SCONJ,NOUN,AUX,VERB,DET,NOUN,PUNCT,DET,ADJ,NOUN,AUX,VERB,ADP,PRON,ADJ,NOUN,PUNCT,ADV,AUX,DET,NOUN,PUNCT,PRON,VERB,NOUN,NUM,NOUN,ADP,DET,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,PROPN,PROPN,PUNCT,PRON,VERB,PUNCT,ADP,PROPN,PROPN,PROPN,PUNCT,CCONJ,ADV,ADP,DET,PROPN,PROPN,PUNCT,ADV,PUNCT"
1996,"With all due respect, I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action.",AppealtoAuthority,False Authority,Claim,Attack,"That is Affirmative Action in America. With all due respect, I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action. There is a specific measure on the ballot in California.","['O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'I-AppealtoAuthority', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,ADJ,PROPN,ADP,PROPN,PUNCT,ADP,DET,ADJ,NOUN,PUNCT,PRON,AUX,PART,VERB,SCONJ,PROPN,PROPN,AUX,AUX,VERB,PROPN,PROPN,PART,NOUN,PART,VERB,DET,ADJ,NOUN,PUNCT,PRON,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,ADP,PROPN,PUNCT"
2016,She doesn't have the stamina.,AdHominem,Ad hominem,Claim,Support,She doesn't have the look. She doesn't have the stamina. I said she doesn't have the stamina.,"['B-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'I-AdHominem', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,PART,VERB,DET,NOUN,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,PUNCT,PRON,VERB,PRON,AUX,PART,VERB,DET,NOUN,PUNCT"
1960,"the most fantastic program, the worst program",AppealtoEmotion,Loaded Language,Premise,Attack,"He also indicates as far as his agricultural program is concerned that he feels it will cost less than ours. Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time. And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty - five percent rise in food prices that the people would have to pay.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,ADV,VERB,ADV,ADV,SCONJ,PRON,ADJ,NOUN,AUX,VERB,SCONJ,PRON,VERB,PRON,AUX,VERB,ADJ,ADP,NOUN,PUNCT,INTJ,PUNCT,PRON,PRON,PRON,AUX,VERB,AUX,SCONJ,DET,DET,NOUN,PRON,AUX,VERB,DET,NOUN,VERB,SCONJ,PRON,AUX,DET,ADV,ADJ,NOUN,PUNCT,DET,ADJ,NOUN,PUNCT,ADV,ADP,PRON,NOUN,ADP,DET,NOUN,PUNCT,SCONJ,DET,PUNCT,PROPN,AUX,ADV,AUX,VERB,SCONJ,PRON,ADP,DET,NOUN,NOUN,CCONJ,DET,ADJ,NOUN,PUNCT,CCONJ,PRON,AUX,ADV,VERB,ADP,SCONJ,PROPN,PROPN,VERB,ADP,DET,NOUN,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,DET,NUM,PUNCT,NUM,NOUN,NOUN,ADP,NOUN,NOUN,PRON,DET,NOUN,AUX,VERB,PART,VERB,PUNCT"
2008,"First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region.",AppealtoEmotion,Appeal to pity,Claim,,"And until we do, Americans here at home are not going to be safe. First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region. And the result over time was the Taliban, Al Qaida, and a lot of the difficulties we are facing today.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","CCONJ,SCONJ,PRON,VERB,PUNCT,PROPN,ADV,ADP,NOUN,AUX,PART,VERB,PART,AUX,ADJ,PUNCT,ADV,ADP,PRON,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,PRON,PRON,VERB,ADV,PUNCT,CCONJ,PRON,AUX,PUNCT,SCONJ,PRON,AUX,ADJ,PART,VERB,DET,ADJ,NOUN,NOUN,CCONJ,VERB,DET,PROPN,ADP,ADP,PROPN,PUNCT,PRON,ADV,VERB,PRON,NOUN,ADP,DET,NOUN,PUNCT,CCONJ,DET,NOUN,ADP,NOUN,AUX,DET,PROPN,PUNCT,PROPN,PROPN,PUNCT,CCONJ,DET,NOUN,ADP,DET,NOUN,PRON,AUX,VERB,NOUN,PUNCT"
2000,cynicism,AppealtoEmotion,Loaded Language,Premise,Support,"It's time for a new look. It's time for a fresh start after a season of cynicism. And so I don't know the man well, but I've been disappointed about how he and his administration have conducted the fundraising affairs.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,AUX,NOUN,ADP,DET,ADJ,NOUN,PUNCT,PRON,AUX,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,ADP,NOUN,PUNCT,CCONJ,ADV,PRON,AUX,PART,VERB,DET,NOUN,ADV,PUNCT,CCONJ,PRON,AUX,AUX,VERB,ADP,SCONJ,PRON,CCONJ,PRON,NOUN,AUX,VERB,DET,NOUN,NOUN,PUNCT"
1988,"I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help. We're providing that young woman with help.",AppealtoEmotion,Appeal to pity,Premise,Support,"Governors like me and others have been trying to deal with the consequences. I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help. We're providing that young woman with help. But I want to be a president of the United States who makes sure that we never again do business with a drug - running Panamanian dictator, that we never again funnel aid to the contras through convicted drug dealers.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","NOUN,ADP,PRON,CCONJ,NOUN,AUX,AUX,VERB,PART,VERB,ADP,DET,NOUN,PUNCT,PRON,VERB,AUX,ADP,DET,ADJ,NOUN,ADP,PRON,ADJ,NOUN,SCONJ,PRON,AUX,VERB,PRON,PRON,VERB,DET,PROPN,PART,PROPN,ADP,PROPN,PUNCT,CCONJ,DET,ADJ,NUM,NOUN,ADJ,NOUN,VERB,ADP,ADP,PRON,PUNCT,ADJ,PUNCT,ADJ,PUNCT,ADJ,PUNCT,VERB,PUNCT,PROPN,PUNCT,PRON,VERB,NOUN,PUNCT,PRON,AUX,VERB,DET,ADJ,NOUN,ADP,NOUN,PUNCT,CCONJ,PRON,VERB,PART,AUX,DET,NOUN,ADP,DET,PROPN,PROPN,PRON,VERB,ADJ,SCONJ,PRON,ADV,ADV,VERB,NOUN,ADP,DET,NOUN,PUNCT,VERB,ADJ,NOUN,PUNCT,SCONJ,PRON,ADV,ADV,VERB,NOUN,ADP,DET,PROPN,ADP,VERB,NOUN,NOUN,PUNCT"
2000,phony,AppealtoEmotion,Loaded Language,Premise,Support,"Let me just say, Jim, you haven't heard the governor deny these numbers. He's called them phony and fuzzy. The fact remains almost 30% of his proposed tax cut goes to -- only to Americans that make more than $1 million per year.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","VERB,PRON,ADV,VERB,PUNCT,PROPN,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,VERB,DET,NOUN,PUNCT,PRON,AUX,VERB,PRON,ADJ,CCONJ,ADJ,PUNCT,DET,NOUN,VERB,ADV,NUM,NOUN,ADP,PRON,VERB,NOUN,NOUN,VERB,ADP,PUNCT,ADV,ADP,PROPN,PRON,VERB,ADJ,ADP,SYM,NUM,NUM,ADP,NOUN,PUNCT"
1960,"And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse.",Slipperyslope,Slippery slope,Claim,Support,"I think the experience of the twenties has shown what a free market could do to agriculture. And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse. The farmers are the number one market for the automobile industry of the United States.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'I-Slipperyslope', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,DET,NOUN,ADP,DET,NOUN,AUX,VERB,PRON,DET,ADJ,NOUN,AUX,VERB,ADP,NOUN,PUNCT,CCONJ,SCONJ,DET,ADJ,NOUN,VERB,PUNCT,ADV,DET,NOUN,ADP,DET,NOUN,ADP,DET,PROPN,PROPN,ADV,CCONJ,ADV,AUX,VERB,PUNCT,DET,NOUN,AUX,DET,NOUN,NUM,NOUN,ADP,DET,NOUN,NOUN,ADP,DET,PROPN,PROPN,PUNCT"
1992,"My argument with Governor Clinton -- you can call it mud wrestling, but I think it's fair to put it in focus is -- I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war.",AppealtoEmotion,Loaded Language,Claim,,"That says something about character. My argument with Governor Clinton -- you can call it mud wrestling, but I think it's fair to put it in focus is -- I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war. Probably a lot of kids here disagree with me.","['O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","PRON,VERB,PRON,ADP,NOUN,PUNCT,PRON,NOUN,ADP,PROPN,PROPN,PUNCT,PRON,AUX,VERB,PRON,NOUN,NOUN,PUNCT,CCONJ,PRON,VERB,PRON,AUX,ADJ,PART,VERB,PRON,ADP,NOUN,AUX,PUNCT,PRON,AUX,ADV,VERB,ADP,PRON,PRON,VERB,CCONJ,VERB,NOUN,ADP,DET,ADJ,NOUN,SCONJ,PRON,NOUN,PART,ADP,NOUN,PUNCT,ADV,DET,NOUN,ADP,NOUN,ADV,VERB,ADP,PRON,PUNCT"
2020,just unacceptable,AppealtoEmotion,,Claim,Support,"The reality is that we will have a vaccine, we believe, before the end of this year, and it will have the capacity to save countless American lives. And your continuous undermining of confidence in a vaccine is just, it’s just unacceptable. And let me also say, you know the reality is when you talk about, about failure in this administration, we actually do know what failure looks like in a pandemic.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AppealtoEmotion', 'I-AppealtoEmotion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","DET,NOUN,AUX,SCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,PRON,VERB,PUNCT,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,CCONJ,PRON,AUX,VERB,DET,NOUN,PART,VERB,ADJ,ADJ,NOUN,PUNCT,CCONJ,PRON,ADJ,NOUN,ADP,NOUN,ADP,DET,NOUN,AUX,ADV,PUNCT,PRON,VERB,ADV,ADJ,PUNCT,CCONJ,VERB,PRON,ADV,VERB,PUNCT,PRON,VERB,DET,NOUN,AUX,SCONJ,PRON,VERB,ADP,PUNCT,ADP,NOUN,ADP,DET,NOUN,PUNCT,PRON,ADV,AUX,VERB,DET,NOUN,VERB,ADP,ADP,DET,NOUN,PUNCT"
